"Grad.Month","Grad.Year","My..Conn","Job.Title","Current.City","Current.State","Home.Country","Gender","Major1","Major2","Major3","Minor1","Minor2","Minor3","Certificate1","Certificate2","Certificate3"
"May",2019,1,"MS, Health Informatics","Chicago","IL","CHINA","Female","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Information Systems","Baltimore","MD","CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Management of Technology","New York","NY","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Quantitative Methods in the Social Sciences","New York","NY","CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"NetSuite Technology Consultant","Minneapolis","MN","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Operations Supervisor","Kansas City","MO","UNITED STATES","Female","Business Analytics","Management (Leadership and Management)","Sustainability Program",NA,NA,NA,NA,NA,NA
"May",2019,1,"Private Client Services Tax Associate","Chicago","IL","UNITED STATES","Female","Business Analytics","Accounting","French",NA,NA,NA,NA,NA,NA
"May",2019,1,"Procurement Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,"Communication Studies",NA,NA,NA,NA,NA
"May",2019,1,"Project Manager I - Technology","Milwaukee","WI","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Reinsurance Operations Support Analyst","Detroit","MI","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Revenue Strategy Analyst","Iowa City","IA","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Risk Advisory","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Risk Advisory Consulting Associate","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Risk Assurance Associate","Minneapolis","MN","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Risk Assurance Associate","Des Moines","IA","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Software Developer, Big Data","Chicago","IL","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Software Engineer","San Diego","CA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Staff Accountant","Chicago","IL","UNITED STATES","Male","Accounting","Business Analytics","Sport and Recreation Management",NA,NA,NA,NA,NA,NA
"May",2019,1,"Strategic Planning Analyst","Phoenix","AZ","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Strategic Sourcing Analyst","Des Moines","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Tax Associate","Iowa City","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Tax Associate","Des Moines","IA","UNITED STATES","Male","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Technical Solutions Analyst","Kansas City","MO","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Technology Analyst","Minneapolis","MN","UNITED STATES","Female","Business Analytics",NA,NA,"Philosophy",NA,"Risk Management and Insurance",NA,NA,NA
"May",2019,1,"Technology Analyst","Minneapolis","MN","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Technology Platforms Analyst","Iowa City","IA","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Transaction Advisory Consultant","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Underwriter","West Des Moines","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Warehouse Specialist",NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"UNITED STATES","Male","Accounting","Business Analytics",NA,NA,NA,"Leadership Studies",NA,NA,NA
"Aug",2019,1,NA,NA,NA,"UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Male","Finance","Business Analytics",NA,NA,NA,"Risk Management and Insurance",NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Aug",2019,1,NA,NA,NA,"UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"UNITED STATES","Male","Finance","Business Analytics","Sport and Recreation Management",NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"UNITED STATES","Male","Marketing (Marketing Analytics)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,"Music",NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics","Accounting",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2019,1,NA,NA,NA,"CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics","Mathematics (Program C)",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA",NA,"Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"UNITED STATES","Male","Information Systems",NA,NA,"Computer Science",NA,"Leadership Studies",NA,NA,NA
"Dec",2019,1,NA,NA,NA,"UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,NA,NA,NA,"MALAYSIA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,"Consultant","Iowa City","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,"Data Analyst","Irving","TX","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"Database Administrator and Online Overseas Advisor","Ningbo Everwin Industrial Co., Ltd","Ningbo, Zhejiang, China","CHINA","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"graduate student","New York","NY","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"Managed Implementation Specialist","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,"MS, Applied Economics","Baltimore","MD","CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"MS, Big Data & Economics","Sydney","Australia","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,"MS, Business Analytics and Finance","Iowa City","IA","MALAYSIA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"MS, Business Analytics and Risk Management","Baltimore","MD","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"MS, Information Technology","New York","NY","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,"RPA Developer","Columbus","OH","UNITED STATES","Male","Information Systems",NA,NA,"Computer Science",NA,NA,NA,NA,NA
"May",2019,3,"SAP FICO Consultant","Chicago","IL","UNITED STATES","Female","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,"ReSource Pro","Qingdao, Shandong, China","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,"Unadat Technical Cofounder, CTO","Iowa City","IA","UNITED STATES","Male","Industrial Engineering (Management)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics","Information Systems",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,NA,NA,NA,"UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,"Writing",NA,NA
"Aug",2019,3,NA,NA,NA,"CHINA","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"UNITED STATES","Female","Marketing (Marketing Management)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"GERMANY","Male","Business Analytics","Finance","Computer Science","Computer Science",NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Female","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2019,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,"Statistics",NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,"Spanish",NA,NA,NA,NA,NA
"Dec",2019,3,NA,NA,NA,"CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"UNITED STATES","Female","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,3,NA,NA,NA,"HONG KONG","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2020,1,"IT Billing Analyst","Waukee","IA","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2020,1,"Marketing Data Analyst","Des Moines","IA","UNITED STATES","Female","Business Analytics","Marketing (Marketing Management)",NA,NA,NA,NA,NA,NA,NA
"Aug",2020,1,"Partner Operations Manager","Denver","CO","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,"Entrepreneurial Management",NA,NA
"Aug",2020,1,"MSBA","Iowa City","IA","GREECE","Male","Business Analytics","Marketing (Retail Management)",NA,NA,NA,NA,NA,NA,NA
"Aug",2020,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2020,1,"Advisory Consultant","Minneapolis","MN","UNITED STATES","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Investment Banking Analyst","New York","NY","UNITED STATES","Male","Accounting","Finance","Business Analytics","",NA,NA,"",NA,NA
"May",2020,NA,"","","","UNITED STATES","Male","Accounting","Information Systems","","",NA,NA,"",NA,NA
"May",2020,1,"Audit Assistant","Chicago","IL","UNITED STATES","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Global Mobility Tax Consultant","Madison","WI","UNITED STATES","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Tax Staff","Des Moines","IA","UNITED STATES","Female","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Assurance Staff","Chicago","IL","UNITED STATES","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst","Iowa City","IA","UNITED STATES","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Assurance Staff","Minneapolis","MN","UNITED STATES","Male","Accounting","Business Analytics","","Spanish",NA,NA,"",NA,NA
"May",2020,1,"MQM Masters student","Durhan","NC","CHINA","Female","Accounting","Finance","Business Analytics","",NA,NA,"",NA,NA
"May",2020,1,"","","","UNITED STATES","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,3,"","Shanghai","China","CHINA","Female","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Assistant Consultant","Shanghai","China","CHINA","Female","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Accounting","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Operations Associate, Product & Platform","Overland Park","KS","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Analyst Advisor","Naperville","IL","UNITED STATES","Male","Business Analytics","","","Sport and Recreation Management",NA,NA,"",NA,NA
"May",2020,3,"Business Intelligence Reporting Analyst","Iowa City","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Healthcare Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Avionics PP&C Accounting Rotate","Marion","IA","UNITED STATES","Female","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Baseball Operations Analyst Intern","Iowa City","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Tech Risk Consultant","Des Moines ","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,NA,"","","","CHINA","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,NA,"","","","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Associate Manager, Data Analytics","Iowa City ","IA","UNITED STATES","Male","Business Analytics","Cinema","","",NA,NA,"",NA,NA
"May",2020,1,"Data Scientist","Des Moines ","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"MSBA Candidate","Iowa City ","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst","Muscatine","IA","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"Dev10 Software Developer Trainee","Chicago","IL","UNITED STATES","Male","Business Analytics","","","Computer Science",NA,NA,"",NA,NA
"May",2020,3,"Master of Science in Business Analytics Candidate","Iowa City ","IA","CHINA","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"MS Candidate","New York","NY","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Cloud Economics Consultant ","Iowa City ","IA","UNITED STATES","Male","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Accountant","Algonquin","IL","UNITED STATES","Female","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Core Optimization Analyst","Vernon Hills","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"","","","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Master of Communication Management","Los Angeles","CA","CHINA","Female","Business Analytics","Marketing (Marketing Analytics)","","",NA,NA,"",NA,NA
"May",2020,1,"Maintenance Analyst","Iowa City/Cedar Rapids","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst I","Akron","OH","UNITED STATES","Male","Business Analytics","","","Italian",NA,NA,"",NA,NA
"May",2020,1,"Assistant Client Analytics Consultant","Chicago","IL","UNITED STATES","Male","Business Analytics","","","Mass Communication",NA,NA,"",NA,NA
"May",2020,1,"Investment Analyst","Des Moines ","IA","UNITED STATES","Male","Business Analytics","Finance","","",NA,NA,"Leadership Studies",NA,NA
"May",2020,3,"","","","CHINA","Male","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"M.S in Business Analytics","Iowa City","IA","SOUTH KOREA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Business Analytics Consultant","Denver","CO","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,NA,"","","","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Medical Group Data Analyst ","Des Moines ","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Tax Consultant","Chicago","IL","UNITED STATES","Male","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Solutions Architect","Dallas","TX","UNITED STATES","Female","Business Analytics","Marketing (Marketing Analytics)","","Psychology",NA,NA,"",NA,NA
"May",2020,1,"Business Systems Analyst","Iowa City","IA","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"M&A Transaction Services Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"MS in Business Analytics","Brookline","MA","CHINA","Female","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"Global Mobility Consultant","Chicago","IL","UNITED STATES","Female","Business Analytics","Management (Human Resource Management)","","",NA,NA,"International Business",NA,NA
"May",2020,1,"JD/MBA Candidate ","Des Moines ","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Associate Mako Product Specialist ","Peoria","IL","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Technology Risk Consultant","Chicago","IL","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"FSO Assurance Staff","Iowa City","IA","CHINA","Female","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Product Operation","Iowa City","IA","CHINA","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Technology Analyst","Minneapolis","MN","UNITED STATES","Female","Business Analytics","","","Mathematics",NA,NA,"",NA,NA
"May",2020,NA,"","","","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Senior Inside Sales Representative","Chicago","IL","UNITED STATES","Male","Business Analytics","Marketing (Marketing Analytics)","","",NA,NA,"",NA,NA
"May",2020,1,"Audit Analytics Specialist Senior Assistant","Chicago","IL","UNITED STATES","Female","Business Analytics","Management (Leadership and Management)","","",NA,NA,"",NA,NA
"May",2020,1,"Senior Tech Analyst","Crystal Lake","IL","UNITED STATES","Male","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"Associate Project Delivery Specialist","Story City","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"","Bettendorf","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"Sustainability Program",NA,NA
"May",2020,1,"Procurement Agent","St Louis","MO","UNITED STATES","Female","Business Analytics","Management (Leadership and Management)","","",NA,NA,"",NA,NA
"May",2020,1,"Senior Regulatory Analyst","Iowa City/Cedar Rapids","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","SOUTH KOREA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Bartender","Chicago","IL","UNITED STATES","Male","Business Analytics","Marketing (Marketing Analytics)","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Business Analyst","Omaha","NE","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Senior Financial Data Analyst","Bartlett","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Fraud Analyst","Berkeley","IL","UNITED STATES","Male","Business Analytics","","","History",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst","Minneapolis","MN","UNITED STATES","Male","Business Analytics","Economics (Policy)","","",NA,NA,"",NA,NA
"May",2020,3,"","","","UNITED STATES","Male","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Data & Digital Services Consulting Associate","Chicago","IL","UNITED STATES","Female","Business Analytics","Marketing (Marketing Management)","","",NA,NA,"",NA,NA
"May",2020,1,"M&A Advisory Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"Healthcare Consultant","Minneapolis","MN","UNITED STATES","Male","Business Analytics","","","Psychology",NA,NA,"",NA,NA
"May",2020,3,"Material Coordinator","West Des Moines","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Female","Business Analytics","","","Art",NA,NA,"",NA,NA
"May",2020,1,"Project Manager","Iowa City ","IA","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"Data Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"Leadership Studies",NA,NA
"May",2020,1,"Tax Consultant II","Chicago","IL","UNITED STATES","Male","Business Analytics","Accounting","","Political Science",NA,NA,"",NA,NA
"May",2020,1,"Master of Business Analytics","College Park","MD","CHINA","Male","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"Technology Consulting Associate","Iowa City/Cedar Rapids","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Technical Solutions Specialist","Aurora","IL","UNITED STATES","Male","Business Analytics","","","",NA,NA,"Public Health-Undergraduate",NA,NA
"May",2020,1,"Central Assurance Associate","St Paul","MN","UNITED STATES","Female","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,3,"Operations Analyst - Supervisor","Kansas City","KS","UNITED STATES","Male","Business Analytics","","","Economics",NA,NA,"Leadership Studies",NA,NA
"May",2020,NA,"","","","UNITED STATES","Male","Business Analytics","Marketing (Marketing Management)","","",NA,NA,"",NA,NA
"May",2020,NA,"","","","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Technology Risk Consultant","Charlotte","NC","UNITED STATES","Male","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst","Nashville","TN","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Carrier Representative","Kansas City","MO","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Business Analyst","Durham","NC","CHINA","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Project Manager","Madison ","WI","UNITED STATES","Female","Business Analytics","Marketing (Marketing Management)","","",NA,NA,"Leadership Studies",NA,NA
"May",2020,1,"Equity Research Analyst","Coralville ","IA","CHINA","Female","Business Analytics","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"Business Integration Analyst","Iowa City","IA","UNITED STATES","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"Business Analyst","Dubuque","IA","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","UNITED STATES","Female","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"MS in Quantitative Finance","St Louis","MO","CHINA","Female","Business Analytics","Accounting","","",NA,NA,"Risk Management and Insurance",NA,NA
"May",2020,3,"Master's degree, Applied Analysis","New York","NY","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Business Analytics","Accounting","","",NA,NA,"",NA,NA
"May",2020,1,"Investment Analyst","Boston","MA","CHINA","Male","Business Analytics","","","",NA,NA,"",NA,NA
"May",2020,1,"2nd Lieutenant","Iowa City ","IA","UNITED STATES","Male","Economics (Business)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Investment Analyst","Chicago","IL","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst","Los Angeles","CA","CHINA","Female","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Financial Analyst","Barrington","IL","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,3,"Business Intelligence Analyst","Kansas City","MO","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
